Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,1/25/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Cyprus,CYP,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,15.7198437,15.90295915,13.21200322,10.91807019,10.241347,9.588316752,9.25799218,9.269194977,7.900061334,8.942723146,7.488869646,7.327126556,7.431750171,7.174707202,6.929860426,6.859176782,6.191348558,5.723677562,5.612727121,5.067521817,5.233321313,4.991984079,4.250576579,4.666949013,4.209094101,4.003169218,4.262160954,4.203170055,3.779433785,3.50516641,3.134870199,2.613373242,2.344480592,2.423780952,2.261944639,2.388907844,2.462618423,2.230410162,2.261683402,2.079260477,2.104061223,2.081163482,
Czech Republic,CZE,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.663442576,4.667510415,4.364013257,3.992345175,3.642172631,3.725139467,3.438894154,3.420739305,3.295072074,2.80374518,2.585632201,2.547290324,2.447470808,2.281798602,2.169558856,2.133797871,1.816159597,1.680378173,2.379780982,2.614654961,2.685253134,2.737393612,2.475832284,2.453361141,
Germany,DEU,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.168680694,1.062180017,1.0100991,1.027710418,1.044574113,1.094632869,1.083223812,1.027568525,1.012332193,1.056652474,1.150091628,0.946233481,0.867004744,1.002028551,0.758758284,0.780194848,0.825476704,0.894490089,0.736124275,0.719302062,0.822337668,0.782217029,0.976931209,0.766189765,0.616700958,0.614136871,
Djibouti,DJI,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.289621762,3.0619576,3.18270459,3.305112079,3.524247617,3.594062655,3.235423173,3.572617922,3.533751193,3.481328876,3.489712132,3.544197839,3.538367668,3.581828581,3.613000787,3.618258228,3.533525074,3.50676208,3.855276533,,,,,,,,,,
Dominica,DMA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,37.61792453,39.1201737,32.89224953,30.68039516,31.71800405,30.4400978,29.09876954,28.02308945,27.94697241,30.24440321,29.7782322,28.45373097,23.97795947,25.00811162,23.78976826,22.39658614,21.47693656,21.72610614,18.88431733,19.90548661,19.39426717,18.84828388,18.7189371,13.32277318,12.60733517,12.0693464,12.38333183,12.76628627,13.3254717,12.53188258,12.70278043,14.08835119,15.23525221,13.90843767,15.00191013,14.38989106,16.47381391,15.92324185,16.9068231,19.11407218,
Denmark,DNK,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,5.246487958,5.165933627,5.436992943,5.943299625,5.773377716,4.933086663,4.847102162,5.294767912,5.393418481,4.600199533,4.710962152,5.007754094,5.346092125,4.654634335,5.379288465,4.899080515,4.566111196,4.039020516,3.692660172,4.057699983,3.786751687,3.483140701,3.204059379,3.080536888,2.998198876,3.293959014,3.244492851,3.071471542,2.516883952,2.275089666,2.497806448,2.716663365,2.073179891,1.872677663,1.89224686,1.34827292,1.372060695,1.384460497,0.999901647,0.966772417,1.392807391,1.520509593,1.916586292,1.505101063,1.593329529,0.925127486,0.924598604,
Dominican Republic,DOM,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,25.68442011,24.86449083,22.99704886,23.29756719,24.27975915,26.04889828,24.94111313,22.94916267,24.63021596,25.63686709,24.40010104,21.1118279,22.24719644,20.27496819,20.36008883,21.81580559,20.07136605,18.83593704,18.45178802,20.07043181,14.46177788,19.1047731,12.79595863,16.97746236,14.90818048,14.51116244,13.34079994,12.53562527,11.23150938,10.29788892,10.00591168,9.27138359,9.063553341,8.717208505,8.02517856,7.245164837,7.461964363,7.209847318,6.419084071,6.988037112,7.453918544,7.058109568,7.078436759,6.800165546,6.593655165,6.448492238,6.015242697,5.73780167,5.407502773,5.439861002,5.786575782,6.059304718,
Algeria,DZA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,12.87621336,9.137255729,10.33066567,10.85337355,9.030164734,9.205465737,9.569174944,8.420845701,7.039760289,7.366629138,10.41840814,9.926880737,8.4701407,8.805621441,9.016628577,8.509234344,9.235127717,8.389786536,7.746150479,7.530864305,8.995894076,10.17942174,12.87465982,12.16765643,13.03901511,11.35826743,10.167058,12.12684642,12.09707289,10.0584369,10.49781796,11.76669856,9.482320158,12.53328136,11.94138967,8.978202016,10.5019973,10.06508937,10.626008,10.1790625,8.228899442,8.005953635,8.027639652,7.001240827,10.06624389,9.02943836,8.615023948,9.395219176,10.64367529,11.08561648,12.60792807,13.32055555,
East Asia & Pacific (excluding high income),EAP,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,24.67554886,35.80466039,38.43373738,38.89084303,37.07322869,36.65306702,36.41535281,38.53500646,40.18337012,36.65685966,34.10063807,32.86219327,31.82057182,32.43829185,32.99006077,31.60521802,31.86807072,28.76203009,27.5228396,30.05714579,28.92705896,30.25039466,31.33541327,31.13233889,30.21776135,26.96311508,25.79400033,25.50915321,24.54163173,23.8929293,25.36531583,23.06864412,20.73786539,18.77923407,18.97348572,19.06947138,18.74266929,17.40276624,16.73314647,15.64046356,14.60916515,13.94990743,13.37310921,12.54570171,13.02643911,11.808584,10.92679052,10.67346174,10.68551357,10.21963054,10.5332417,10.49901866,10.35887304,10.18443177,9.918225787,9.618608931,9.345311324,
Early-demographic dividend,EAR,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,28.14467643,27.84519252,28.27437236,25.69611496,25.29123311,24.72618922,24.00096834,23.53952855,24.07492934,23.15477222,22.10724428,20.94146899,21.02432161,20.67207416,19.32629412,19.01488158,18.95573393,18.40138665,18.02353544,18.28529355,18.03068855,18.11030724,17.96175221,17.871074,17.50569429,17.18408409,16.59638995,16.16349996,15.71612957,15.65440679,14.82436557,14.86530539,14.16180533,14.05891836,13.19353737,12.73826754,12.51002799,12.26637872,12.10810178,11.34165757,10.95829617,10.55032214,10.50576596,10.18962537,10.46584789,10.89876594,10.58167415,10.30435794,10.3850989,10.30802176,10.38393659,10.31974102,
East Asia & Pacific,EAS,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.957032533,9.859999926,9.711470386,8.997469084,8.68533946,8.202301386,7.608349538,7.27839814,7.011835181,6.523199007,6.718472105,6.091786576,5.679371108,5.511693643,5.506007248,5.322478477,5.688153477,5.672384716,5.615226435,5.537150543,5.376247557,5.227823824,,
Europe & Central Asia (excluding high income),ECA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.61558173,18.82262706,16.74899618,13.40239337,13.81678943,12.9439516,12.70161279,12.58302856,11.70553125,10.43805278,10.71401002,10.00069817,9.81251019,9.715472109,9.353651518,8.872411871,7.973212836,7.204923688,6.597317083,6.54916596,6.793214657,6.634396841,6.544810109,6.081726943,5.873249288,6.048319862,6.425585725,6.198480354,
Europe & Central Asia,ECS,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.670001638,4.108163617,4.058663158,3.957364553,4.108771749,4.036221528,3.813414526,3.536091999,3.442504982,3.275143894,3.220322587,3.069598478,2.948502877,2.878066648,2.538859217,2.353784611,2.296545714,2.230254096,2.149146335,2.23607766,2.2614482,2.2032317,2.229412048,2.205686848,2.214393661,2.148782663,
Ecuador,ECU,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,32.72058034,32.98989387,33.99416259,33.28803326,31.3146511,32.54323816,29.26362455,29.85114264,30.81644628,27.44394143,27.35802687,26.56744726,27.21882489,26.90550409,25.02207386,23.15287797,20.86046753,19.50467434,19.06680798,16.71593274,16.73662709,16.25205359,16.36077834,17.39095962,19.28720211,19.63764726,21.85230531,22.36169843,23.03752846,23.39582878,21.42761954,21.7342575,19.68202561,24.30918799,22.96580361,22.62255984,21.39172116,20.90989665,18.32287554,18.32826619,16.33739326,13.74486796,12.21924278,11.65610192,10.3702494,10.03785881,9.895465882,9.837194744,9.298670237,10.50300123,10.18039244,9.944893408,9.061708768,9.21450363,9.581595352,10.19937256,10.2450292,
"Egypt, Arab Rep.",EGY,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,28.6009403,27.94487937,28.55649616,29.43541132,29.84751237,29.42856055,29.16592057,31.07698458,30.66531967,30.49797547,29.03481013,28.28872577,27.05070312,25.34087325,20.90736186,18.26365912,20.09424964,19.5651098,19.63770708,20.05036276,19.98622966,20.78606657,20.49457662,18.95957733,19.67336262,19.36663924,17.57403006,16.54242047,16.71250684,16.87458197,16.77922622,17.25984546,16.95435335,17.11367707,17.31736085,16.74074262,16.55871103,16.46219947,16.33866623,15.17611233,14.87537634,14.06986666,14.07024006,13.22384683,13.62747397,13.99018382,14.5170221,11.01978462,10.89713217,10.94909322,11.25955279,11.92824774,
Euro area,EMU,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.628093324,2.495975472,2.305720176,2.351962453,2.835779541,2.831305756,2.740854801,2.624749133,2.479264008,2.4009791,2.370397768,2.210541832,2.115685544,2.07029518,1.831463985,1.712464637,1.739605304,1.662104269,1.51034241,1.634709761,1.684071422,1.703628556,1.778295722,1.706609532,1.68642785,1.622069474,
Eritrea,ERI,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.55896178,22.40599378,24.36763657,20.93939941,17.99476809,16.85999278,25.52899258,24.88204328,13.43563017,16.24869322,15.05953567,12.87451124,11.57568215,24.20911283,26.10861624,25.38333623,17.38247062,14.52884276,,,,,,,,
Spain,ESP,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.206727374,4.763333267,4.686714314,4.55343827,4.206420776,4.1206097,4.009428037,3.794220229,3.733895848,3.411264982,3.025243123,2.638396964,2.711195399,2.492187843,2.34063849,2.551109576,2.479591733,2.517751833,2.752090601,2.674515866,2.782602661,2.767730372,
Estonia,EST,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.733702903,5.390496758,5.158906626,5.97769779,4.388935775,4.838897096,4.738032312,4.234298537,4.037373548,3.893315322,3.501315927,3.092684193,3.455328965,2.742881359,2.443904436,3.19282427,3.881013824,3.653771714,3.411538056,3.502372984,3.136378451,2.567300463,
Ethiopia,ETH,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,58.08064422,56.33285861,57.4675953,51.17965586,55.37018568,53.92258165,51.95200151,51.57352265,51.21277059,52.04077703,61.35629685,65.97295606,62.37275609,55.66025242,55.03858231,54.30215987,57.72290526,52.48803109,48.62737685,47.75863921,45.64146015,41.66034075,40.11962165,42.30117869,44.70227594,45.87827516,45.46158956,48.43371358,48.63701309,44.74109707,44.66957015,47.98313014,44.89672031,41.92301248,39.23480716,37.2304185,
European Union,EUU,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7035114,2.565340708,2.48278696,2.517368079,2.979941458,2.914693253,2.821646764,2.646603424,2.477717884,2.372455091,2.372313066,2.186074404,2.106689513,2.107950606,1.802345154,1.696194764,1.695552473,1.640615095,1.488712603,1.615656296,1.683226229,1.676584972,1.744737211,1.674185772,1.615129328,1.556453853,
Fragile and conflict affected situations,FCS,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.42027188,24.85010901,22.3698281,21.68591863,20.85150427,20.36341024,,,,,,,,,,
Finland,FIN,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,10.76591787,10.24616499,9.652385742,9.247139449,9.075274057,9.5918164,8.594072241,8.730804568,8.484208054,8.188296995,7.801059355,7.461792573,6.035748646,6.049200977,6.060524146,6.207323858,5.541971213,4.901682546,4.999133021,4.782105184,4.333425977,3.948593152,3.948409394,3.336867949,3.316883234,3.380872483,3.14528247,3.051814707,2.909794847,2.722843635,2.61243133,2.29938528,2.68309971,2.46381745,2.543764367,2.730717516,2.727422061,2.733489157,2.983965898,2.787775373,2.539480599,2.674869384,
Fiji,FJI,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,41.42705005,36.84738956,33.81088825,31.98529412,29.58226769,29.70679012,27.61565836,28.53759621,24.7428262,24.98915401,25.18295902,25.57856273,25.61117082,25.76236896,23.32839194,21.94401244,21.55504234,22.14206192,19.89095312,20.27005442,18.40649382,15.98843764,18.31476359,20.89684597,23.0332252,19.53016529,22.15628193,20.41142939,20.65041267,20.14181013,19.78215092,20.88487835,20.05493498,20.05119454,17.33348841,16.76672232,19.06401389,17.06107252,14.85260021,15.3173612,14.76314364,14.52800095,14.06289762,14.4980155,13.90617857,12.6972055,11.83394029,11.18990965,10.87089726,11.46506747,12.1376499,11.78029566,11.33048317,13.59364472,
France,FRA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,8.947808471,8.736553643,8.668568393,8.342099418,7.717705656,7.517912619,6.871026595,7.682382706,7.62374632,6.090329198,5.404459247,5.145516895,4.830044595,4.686644313,4.675032366,4.061010345,3.968469158,4.554185643,4.043649445,3.777225487,3.758087683,3.632671727,3.471838547,3.206121238,3.503436449,3.504142543,2.918489792,2.879821556,2.550445916,2.684785245,2.734022603,2.699308529,2.630479628,2.649897409,2.507472363,2.343107094,2.344788899,2.234435829,2.055818201,2.029061387,1.87292852,1.697959725,1.800298943,1.686712781,1.464522041,1.781916754,1.840715697,1.818997038,1.62716001,1.73801111,1.764695096,1.640729894,
Faroe Islands,FRO,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,44.54365079,,,,,,,,,,,,25.32121669,24.55521948,24.40817666,26.97357752,25.41183814,25.89368108,24.73220599,24.94898087,25.06248458,23.7108253,24.42120005,24.45100592,27.03735144,28.01155116,26.77185448,26.53616679,28.18980668,30.58430718,28.81297447,26.95945946,28.21305842,,
Gabon,GAB,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.693047565,6.248433086,6.53608865,5.862874212,5.276307795,5.153473863,5.300878407,4.454577203,5.464431829,4.276198003,3.737389348,3.655157846,3.626462857,3.949371543,4.67615468,5.342638371,
United Kingdom,GBR,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.378996047,1.360203397,1.341431126,1.348912577,1.386412495,1.431930485,1.244459951,1.105342528,1.005765506,0.944728866,0.871787625,0.832889606,0.808790629,0.85159417,0.862061647,0.642643672,0.623928772,0.632350953,0.700270757,0.60505375,0.732545351,0.683634718,0.675425279,0.732343409,0.716595005,0.664475882,0.602409983,
Georgia,GEO,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,24.76190476,25.2173913,23.14049587,23.57723577,25.95419847,25.95419847,26.5625,24.24242424,24.26470588,23.30827068,31.69014085,28.65168539,52.91327913,58.57793647,65.86479258,52.15358321,34.13637971,29.23739659,27.56313467,26.23589905,21.93349287,22.4266356,20.61035136,20.55453116,17.91729001,16.68900504,12.81950085,10.69548306,9.387935635,9.372815865,8.381400499,8.843370011,8.590560771,9.406511518,9.276905662,9.129108631,8.967159954,
Ghana,GHA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,45.22292994,39.68636912,42.25988701,40.22403259,39.36936937,49.92175274,47.92122538,45.04839911,47.14475432,52.27531286,53.8974359,50.20463847,52.26910828,53.26086957,56.17633192,53.09995782,56.37171165,60.93628594,65.04492546,63.39051614,60.05613628,55.26598718,59.35771248,,51.90365069,48.43166237,48.02698569,50.70377887,49.71706279,49.4190903,45.06751267,45.55955386,44.96376499,41.36654228,41.97789065,42.70310968,43.8782099,40.05234564,40.23304031,39.92778974,39.41371832,39.32504243,39.21139752,40.238459,41.5473174,40.93535116,31.11526617,29.73705893,31.72496426,32.90638226,30.82817552,26.02256161,23.60036744,23.15144832,22.39593568,20.98818318,19.59813125,
Gibraltar,GIB,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,23.92811788,24.65335374,23.46497426,24.06949632,23.77756121,18.84587373,17.07420142,17.99168415,20.8734761,19.23793943,18.02058138,21.0365096,22.11206077,22.46524098,22.37536701,23.22819402,23.41864733,22.32895807,25.050721,24.15815584,16.44407751,18.0556121,17.24893036,17.60544581,18.73667137,17.36115097,17.20146607,19.34170569,19.31680455,20.82054205,20.19861415,
"Gambia, The",GMB,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.68071186,28.61744015,23.30175556,22.10587178,26.73415962,27.9793612,30.67872714,20.00573267,21.58298585,20.16270371,18.32661177,18.25208159,17.78969279,
Guinea-Bissau,GNB,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,47.45551783,44.8506531,45.78122419,42.88252786,41.37979266,47.77200237,48.08970414,46.1544005,51.61292975,51.58871981,44.287184,53.27753248,46.76548387,42.45001263,41.31734359,46.48738223,45.2613194,57.568324,58.13395197,50.17133492,60.80318734,54.11244886,49.36667299,55.22548057,55.5937555,55.05516334,57.60061414,54.60478466,62.38272748,58.69346754,42.73795229,38.34293779,43.2125826,43.16640527,43.30514175,45.62349279,43.65183312,44.32557678,47.54775686,45.29711195,46.95187484,46.84957085,48.67187671,45.64519032,43.09778155,49.45484832,49.12670009,
Equatorial Guinea,GNQ,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52360624,1.378630387,0.891995361,1.066299613,1.065014527,1.050849829,1.052573916,1.193370586,1.30266695,2.02948735,2.57638297,
Greece,GRC,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.10610764,7.273990108,6.921996584,6.587663782,6.45015792,6.08420904,5.84496547,5.591303007,5.57265608,4.738797936,4.773493653,3.612728316,3.443195872,3.17711672,3.137011179,3.265225075,3.358177178,3.663569169,3.615970411,3.844149086,4.243889913,3.966908842,
Grenada,GRD,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,20.13700348,18.44887216,19.98945126,18.6175439,19.35781636,16.33808881,15.54982997,14.95744932,12.92044073,12.81859483,14.42672821,13.82186329,12.21609777,10.55975252,10.51686475,9.09320422,8.581809428,8.19440726,8.236077305,7.002784358,6.573806479,6.123343589,6.273812589,5.986807889,6.162153884,7.232087575,6.805033341,5.768973633,3.434922978,4.52574374,4.131569447,4.343984039,5.279205369,5.22751471,5.183786141,5.598963391,5.55744774,7.06940111,8.674697802,7.405111397,
Greenland,GRL,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.95526774,14.23213037,14.06546638,13.46006512,11.98546539,11.14472976,10.46841112,10.97736814,12.33850623,14.21415246,14.55779189,16.43302011,15.50212439,,
Guatemala,GTM,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.08679471,15.17490806,14.39390657,13.96624918,13.3835366,12.18525464,12.40600453,11.97225796,12.42888803,11.79324365,11.8187914,11.24096046,11.29636948,11.35735948,11.09736916,11.04174974,
Guam,GUM,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,26.2195122,26.39805488,25.68807339,26.98645185,24.4170553,24.05413719,21.68956445,21.36569752,19.69397828,20.41562,19.17021277,20.40529695,19.63444507,18.44205413,30.36330191,31.1070615,22.72946162,20.67883068,22.59399489,22.34755322,23.35329341,22.22222222,23.36,24.25,24.71509972,26.83374083,26.67392633,29.9467032,26,39.91624576,38.08179632,38.37665889,40.75412755,36.15238624,36.98946762,41.23121506,38.89348047,35.44860888,34.60667108,34.64008705,31.08820788,30.30351674,30.82318462,31.43654454,31.30532154,34.6028932,23.88085819,21.38958563,22.4239216,34.49741306,35.61744601,36.34223278,36.832306,35.7101486,34.00463414,34.503404,41.49084131,
High income,HIC,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.148767339,2.057575605,1.959430644,1.883199666,1.84438422,1.715171845,1.687529831,1.715900109,1.528061268,1.430536833,1.432717744,1.424771484,1.342847219,1.420392148,1.514739686,1.47410176,1.564683895,1.460697234,1.361476647,,
"Hong Kong SAR, China",HKG,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091034149,0.093071672,0.091456023,0.0770136,0.074922743,0.0691581,0.064267221,0.063230223,0.057098307,0.068907793,0.054567495,0.049656795,0.055339243,0.058386715,0.067815911,0.070092303,0.078451926,
Honduras,HND,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,37.40936058,38.80135928,38.76023722,37.59989345,37.85731444,40.03239741,39.58208955,38.63221329,37.95323619,35.87134887,32.44070142,31.31159732,30.92783293,30.87613106,29.41176471,27.33102973,28.54771903,30.62755798,27.17739666,25.58023523,23.66645215,22.39190555,21.64022134,21.14863863,20.82210243,21.85461445,20.57008492,20.90748704,21.1973724,21.07822221,22.43635821,22.74060751,20.37071539,20.58989484,24.34393578,21.53497211,22.32264334,23.0092828,19.13331558,15.93910325,15.87897961,14.58880158,13.45202051,12.75924058,13.36179267,13.65237125,12.98327585,13.00737326,13.11058889,11.67196008,12.49121425,15.29920116,14.60696857,13.11629986,13.69959611,13.58552753,13.49147269,
Heavily indebted poor countries (HIPC),HPC,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,35.05672729,36.43335034,36.38627246,33.97102011,33.79068614,35.02995911,35.00887785,34.67762719,36.28412321,36.05325953,36.21996164,37.88000103,38.20037122,38.08929866,35.06398763,36.12793603,35.91256425,36.94311134,35.1588634,34.26600525,31.60805439,31.44883107,30.67197434,29.75306385,28.65996959,29.26853201,27.65105784,26.54271891,27.1190258,27.7138918,26.75134956,26.20391304,28.7559657,27.91119805,27.17334991,26.87021916,26.53257059,
Croatia,HRV,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.183408938,6.952280654,6.51749886,6.823413267,6.916705767,6.405081525,6.419843225,6.313679669,5.17524247,5.53693386,5.003564291,5.139369337,4.8319107,4.955502197,5.049389633,4.8692324,4.668285002,4.472975343,4.393308323,4.142610515,4.201946022,3.964334413,
Haiti,HTI,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.361355062,8.409860495,7.239702824,6.899972985,6.104310698,5.71361028,5.609151426,4.812890038,4.477816085,5.017919082,4.265024893,4.027378787,3.956021542,3.926368969,3.489034126,3.52605178,4.594674187,4.574474796,4.565644731,4.700794221,4.418241881,4.398910637,
IBRD only,IBD,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,30.06318442,29.44705548,30.47146426,30.69910253,28.76326147,27.24383354,26.48788926,25.78415395,26.37310816,26.19573698,24.97689992,24.79578598,23.69461571,22.45658776,22.91652073,22.4419773,22.75893978,22.80244101,22.88309945,22.50712588,20.86588218,20.35067905,19.97595339,19.49099405,18.64517351,19.19381495,17.84002967,16.08589227,15.12923324,15.23352945,14.32202196,14.18899242,13.29038698,12.90698734,12.24383025,11.29129697,11.02940332,10.75237546,10.48224265,10.29801044,9.459067157,8.863890604,8.702378964,8.645784318,8.569694032,8.74071085,8.688988538,8.475676494,8.525245566,8.408223961,8.354791629,8.312701371,
IDA & IBRD total,IBT,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,30.55852442,29.90921546,30.93084064,31.12608458,29.26133182,27.80571517,27.02787851,26.44778301,26.98197561,26.80337611,25.63836693,25.39580411,24.3626818,23.1959511,23.57805212,22.92161522,23.38100249,23.48498606,23.51548458,23.24794211,21.70884259,21.24253427,20.83201402,20.48868198,19.47927881,20.02615695,18.76855916,17.07618467,16.23138224,16.36045654,15.40653141,15.22348076,14.44806969,14.12843849,13.41908089,12.45789801,12.27790442,12.16946238,11.80186917,11.45525418,10.6249771,10.02165689,9.84237503,9.763269862,9.755350099,9.694508046,9.62362354,9.443400979,9.475639856,9.334510898,9.292174515,9.232511538,
IDA total,IDA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,33.18568313,34.24296301,33.7410944,34.85664241,34.16058693,34.36009214,33.10241777,34.72567501,32.42871505,32.48045486,32.79733805,32.12207991,32.82950615,33.25880938,32.10163295,31.14854986,32.26961153,32.93164119,31.511066,29.5812183,30.65808348,32.77749874,30.99258416,28.2706323,27.60933966,26.68650374,26.23549502,26.62773571,27.57076251,24.63813777,24.25058932,24.58821461,24.04440015,23.53603729,23.5116578,23.2917363,
